SFIN,Segregated Fund Name,NAV Date,NAV Per Unit,Company Name,Date,Sr.no.
ULIF 065 12/09/22 ESG 110,Sustainable Equity Fund,14-08-2024,15.5207,TATA AIA Life Insurance Company Limited,14-Aug-24,36
ULIF 066 12/09/22 DAF 110,Dynamic Advantage Fund,14-08-2024,14.5873,TATA AIA Life Insurance Company Limited,14-Aug-24,37
ULIF 068 25/04/23 FGF 110,Flexi Growth Fund,14-08-2024,11.9639,TATA AIA Life Insurance Company Limited,14-Aug-24,38
ULIF 071 22/05/23 SCF 110,Small Cap Discovery Fund,14-08-2024,16.8140,TATA AIA Life Insurance Company Limited,14-Aug-24,39
ULIF 073 17/01/24 RIF 110,Rising India Fund,14-08-2024,11.2051,TATA AIA Life Insurance Company Limited,14-Aug-24,40
ULIF 074 02/05/24 FG2 110,Flexi Growth Fund II,14-08-2024,9.7473,TATA AIA Life Insurance Company Limited,14-Aug-24,41
ULIF 075 09/05/24 MIF 110,Midcap Momentum Index Fund,14-08-2024,9.8712,TATA AIA Life Insurance Company Limited,14-Aug-24,42
ULIF 076 06/06/24 WI2 110,Whole Life Income Fund II,14-08-2024,10.1139,TATA AIA Life Insurance Company Limited,14-Aug-24,43
ULGF 006 17/08/07 BL 110,Pension Balanced Fund,14-08-2024,35.6743,TATA AIA Life Insurance Company Limited,14-Aug-24,44
ULGF 005 17/08/07 BO 110,Pension Bond Fund,14-08-2024,36.2964,TATA AIA Life Insurance Company Limited,14-Aug-24,45
ULGF 001 02/03/04 E1 110,Pension Equity Fund,14-08-2024,201.4046,TATA AIA Life Insurance Company Limited,14-Aug-24,46
ULIF 018 04/02/08 FBP 110,Future Balanced Pension Fund,14-08-2024,35.0196,TATA AIA Life Insurance Company Limited,14-Aug-24,47
ULIF 019 04/02/08 FCG 110,Future Capital Guarantee Pension Fund,14-08-2024,29.9836,TATA AIA Life Insurance Company Limited,14-Aug-24,48
ULIF 020 04/02/08 FEP 110,Future Equity Pension Fund,14-08-2024,84.1275,TATA AIA Life Insurance Company Limited,14-Aug-24,49
ULIF 021 04/02/08 FGP 110,Future Growth Pension Fund,14-08-2024,43.1413,TATA AIA Life Insurance Company Limited,14-Aug-24,50
ULIF 022 04/02/08 FIP 110,Future Income Pension Fund,14-08-2024,34.4599,TATA AIA Life Insurance Company Limited,14-Aug-24,51
ULIF 023 06/10/08 FSE 110,Future Select Equity Fund.,14-08-2024,113.3409,TATA AIA Life Insurance Company Limited,14-Aug-24,52
ULGF 007 17/08/07 G2 110,Pension Growth Fund,14-08-2024,10,TATA AIA Life Insurance Company Limited,14-Aug-24,53
ULGF 002 02/03/04 I1 110,Pension Income Fund,14-08-2024,42.6334,TATA AIA Life Insurance Company Limited,14-Aug-24,54
ULGF 003 02/03/04 L1 110,Pension Liquid Fund,14-08-2024,33.5768,TATA AIA Life Insurance Company Limited,14-Aug-24,55
ULGF 008 17/08/07 M1 110,Pension Maxima Fund,14-08-2024,10,TATA AIA Life Insurance Company Limited,14-Aug-24,56
ULIF 040 20/01/10 PI3 110,Apex Pension 15 Investment Fund,14-08-2024,10,TATA AIA Life Insurance Company Limited,14-Aug-24,57
ULIF 041 20/01/10 PI4 110,Apex Pension 20 Investment Fund,14-08-2024,10,TATA AIA Life Insurance Company Limited,14-Aug-24,58
ULIF 044 20/01/10 PR3 110,Apex Pension 15 Return Lock-in Fund,14-08-2024,32.3568,TATA AIA Life Insurance Company Limited,14-Aug-24,59
ULIF 045 20/01/10 PR4 110,Apex Pension 20 Return Lock-In Fund,14-08-2024,34.8067,TATA AIA Life Insurance Company Limited,14-Aug-24,60
ULIF 050 01/07/10 PR7 110,Apex Pension 15 Return Lock-in Fund II,14-08-2024,28.5701,TATA AIA Life Insurance Company Limited,14-Aug-24,61
ULIF 051 01/07/10 PR8 110,Apex Pension 20 Return Lock-in Fund II,14-08-2024,31.3599,TATA AIA Life Insurance Company Limited,14-Aug-24,62
ULGF 004 01/07/06 S1 110,Pension Short Term Fixed Income,14-08-2024,32.4244,TATA AIA Life Insurance Company Limited,14-Aug-24,63
ULGF00928/03/18GRPPREMEQU110,Group Premier Equity Fund,14-08-2024,23.7580,TATA AIA Life Insurance Company Limited,14-Aug-24,64
ULGF01028/03/18GRPINCADVT110,Group Income Advantage Fund,14-08-2024,13.3881,TATA AIA Life Insurance Company Limited,14-Aug-24,65
ULGF01128/03/18GRPSHTRMDB110,Group Short Term Debt Fund,14-08-2024,11.4736,TATA AIA Life Insurance Company Limited,14-Aug-24,66
ULGF01228/03/18GRPDEFMNGD110,Group Defensive Managed Fund,14-08-2024,13.4881,TATA AIA Life Insurance Company Limited,14-Aug-24,67
ULGF01328/03/18GRPGWTADVT110,Group Growth Advantage Fund,14-08-2024,10.0002,TATA AIA Life Insurance Company Limited,14-Aug-24,68
ULIF 054 01/02/11 ASI 110,Apex Supreme Investment Fund,03-09-2024,10,TATA AIA Life Insurance Company Limited,03-Sep-24,1
ULIF 055 01/02/11 ASR 110,Apex Supreme Return Lock-in Fund,03-09-2024,21.9084,TATA AIA Life Insurance Company Limited,03-Sep-24,2
ULIF 053 07/01/11 DCF 110,Discontinued Policy Fund,03-09-2024,23.9189,TATA AIA Life Insurance Company Limited,03-Sep-24,3
ULIF 037 04/01/10 FSS 110,Super Select Equity Pension Fund,03-09-2024,78.2464,TATA AIA Life Insurance Company Limited,03-Sep-24,4
ULIF 028 12/01/09 IAF 110,Aggressive Flexi Fund,03-09-2024,46.8898,TATA AIA Life Insurance Company Limited,03-Sep-24,5
ULIF 030 12/01/09 IBF 110,Bond Fund,03-09-2024,31.5056,TATA AIA Life Insurance Company Limited,03-Sep-24,6
ULIF 061 15/07/14 ICF 110,India Consumption Fund,03-09-2024,62.0186,TATA AIA Life Insurance Company Limited,03-Sep-24,7
ULIF 029 12/01/09 ISF 110,Stable Flexi Fund,03-09-2024,33.9019,TATA AIA Life Insurance Company Limited,03-Sep-24,8
ULIF 026 12/01/09 ITF 110,Top 50 Fund,03-09-2024,97.6204,TATA AIA Life Insurance Company Limited,03-Sep-24,9
ULIF 027 12/01/09 ITT 110,Top 200 Fund,03-09-2024,177.9206,TATA AIA Life Insurance Company Limited,03-Sep-24,10
ULIF 060 15/07/14 MCF 110,Multi Cap Fund,03-09-2024,64.9591,TATA AIA Life Insurance Company Limited,03-Sep-24,11
ULIF 006 01/07/06 TAL 110,Aggressive Growth Fund,03-09-2024,86.1625,TATA AIA Life Insurance Company Limited,03-Sep-24,12
ULIF 005 04/02/04 TBL 110,Balanced Fund,03-09-2024,85.4001,TATA AIA Life Insurance Company Limited,03-Sep-24,13
ULIF 014 17/10/07 TCG 110,Capital Guarantee Fund,03-09-2024,30.4997,TATA AIA Life Insurance Company Limited,03-Sep-24,14
ULIF 001 04/02/04 TEL 110,Equity Fund,03-09-2024,163.1659,TATA AIA Life Insurance Company Limited,03-Sep-24,15
ULIF 008 01/07/06 TFL 110,Short Term Fixed Income Fund,03-09-2024,33.1252,TATA AIA Life Insurance Company Limited,03-Sep-24,16
ULIF 015 17/10/07 TGE 110,Growth Enabler Fund,03-09-2024,40.8826,TATA AIA Life Insurance Company Limited,03-Sep-24,17
ULIF 004 04/02/04 TGL 110,Growth Fund,03-09-2024,136.0933,TATA AIA Life Insurance Company Limited,03-Sep-24,18
ULIF 016 17/10/07 TGM 110,Growth Maximizer Fund,03-09-2024,46.8620,TATA AIA Life Insurance Company Limited,03-Sep-24,19
ULIF 002 04/02/04 TIL 110,Income Fund,03-09-2024,40.3554,TATA AIA Life Insurance Company Limited,03-Sep-24,20
ULIF 034 16/10/09 TIS 110,Infrastructure Fund,03-09-2024,54.1787,TATA AIA Life Insurance Company Limited,03-Sep-24,21
ULIF 017 07/01/08 TLC 110,Large Cap Equity Fund,03-09-2024,74.4781,TATA AIA Life Insurance Company Limited,03-Sep-24,22
ULIF 003 04/02/04 TLL 110,Liquid Fund,03-09-2024,33.0177,TATA AIA Life Insurance Company Limited,03-Sep-24,23
ULIF 024 06/10/08 TSE 110,Select Equity Fund,03-09-2024,128.7171,TATA AIA Life Insurance Company Limited,03-Sep-24,24
ULIF 007 01/07/06 TSL 110,Stable Growth Fund,03-09-2024,62.1481,TATA AIA Life Insurance Company Limited,03-Sep-24,25
ULIF 035 16/10/09 TSS 110,Super Select Equity Fund,03-09-2024,84.8686,TATA AIA Life Insurance Company Limited,03-Sep-24,26
ULIF 036 23/11/09 UCS 110,Super 110% Capital Guarantee Fund,03-09-2024,28.5950,TATA AIA Life Insurance Company Limited,03-Sep-24,27
ULIF 025 10/11/08 UCX 110,110% Capital Guarantee Fund,03-09-2024,25.4519,TATA AIA Life Insurance Company Limited,03-Sep-24,28
ULIF 010 04/01/07 WLA 110,Whole Life Aggressive Growth Fund,03-09-2024,92.1149,TATA AIA Life Insurance Company Limited,03-Sep-24,29
ULIF 009 04/01/07 WLE 110,Whole Life Mid Cap Equity Fund,03-09-2024,156.2002,TATA AIA Life Insurance Company Limited,03-Sep-24,30
ULIF 013 04/01/07 WLF 110,Whole Life Short Term Fixed Income Fund,03-09-2024,33.0050,TATA AIA Life Insurance Company Limited,03-Sep-24,31
ULIF 012 04/01/07 WLI 110,Whole Life Income Fund,03-09-2024,37.7807,TATA AIA Life Insurance Company Limited,03-Sep-24,32
ULIF 011 04/01/07 WLS 110,Whole Life Stable Growth Fund,03-09-2024,60.9577,TATA AIA Life Insurance Company Limited,03-Sep-24,33
ULIF 063 01/04/16 UCF 110,Policyholders Unclaimed Fund,03-09-2024,16.1474,TATA AIA Life Insurance Company Limited,03-Sep-24,34
ULIF 064 12/09/22 EOF 110,Emerging Opportunities Fund,03-09-2024,19.2587,TATA AIA Life Insurance Company Limited,03-Sep-24,35
ULIF 065 12/09/22 ESG 110,Sustainable Equity Fund,03-09-2024,16.1423,TATA AIA Life Insurance Company Limited,03-Sep-24,36
ULIF 066 12/09/22 DAF 110,Dynamic Advantage Fund,03-09-2024,15.3410,TATA AIA Life Insurance Company Limited,03-Sep-24,37
ULIF 068 25/04/23 FGF 110,Flexi Growth Fund,03-09-2024,12.7439,TATA AIA Life Insurance Company Limited,03-Sep-24,38
ULIF 071 22/05/23 SCF 110,Small Cap Discovery Fund,03-09-2024,17.9438,TATA AIA Life Insurance Company Limited,03-Sep-24,39
ULIF 073 17/01/24 RIF 110,Rising India Fund,03-09-2024,11.7694,TATA AIA Life Insurance Company Limited,03-Sep-24,40
ULIF 074 02/05/24 FG2 110,Flexi Growth Fund II,03-09-2024,10.3604,TATA AIA Life Insurance Company Limited,03-Sep-24,41
ULIF 075 09/05/24 MIF 110,Midcap Momentum Index Fund,03-09-2024,10.3384,TATA AIA Life Insurance Company Limited,03-Sep-24,42
ULIF 076 06/06/24 WI2 110,Whole Life Income Fund II,03-09-2024,10.1469,TATA AIA Life Insurance Company Limited,03-Sep-24,43
ULGF 006 17/08/07 BL 110,Pension Balanced Fund,03-09-2024,36.1857,TATA AIA Life Insurance Company Limited,03-Sep-24,44
ULGF 005 17/08/07 BO 110,Pension Bond Fund,03-09-2024,36.4513,TATA AIA Life Insurance Company Limited,03-Sep-24,45
ULGF 001 02/03/04 E1 110,Pension Equity Fund,03-09-2024,214.2693,TATA AIA Life Insurance Company Limited,03-Sep-24,46
ULIF 018 04/02/08 FBP 110,Future Balanced Pension Fund,03-09-2024,35.3238,TATA AIA Life Insurance Company Limited,03-Sep-24,47
ULIF 019 04/02/08 FCG 110,Future Capital Guarantee Pension Fund,03-09-2024,30.2061,TATA AIA Life Insurance Company Limited,03-Sep-24,48
ULIF 020 04/02/08 FEP 110,Future Equity Pension Fund,03-09-2024,89.4396,TATA AIA Life Insurance Company Limited,03-Sep-24,49
ULIF 021 04/02/08 FGP 110,Future Growth Pension Fund,03-09-2024,44.1395,TATA AIA Life Insurance Company Limited,03-Sep-24,50
ULIF 022 04/02/08 FIP 110,Future Income Pension Fund,03-09-2024,34.6107,TATA AIA Life Insurance Company Limited,03-Sep-24,51
ULIF 023 06/10/08 FSE 110,Future Select Equity Fund.,03-09-2024,119.1338,TATA AIA Life Insurance Company Limited,03-Sep-24,52
ULGF 007 17/08/07 G2 110,Pension Growth Fund,03-09-2024,10,TATA AIA Life Insurance Company Limited,03-Sep-24,53
ULGF 002 02/03/04 I1 110,Pension Income Fund,03-09-2024,42.8179,TATA AIA Life Insurance Company Limited,03-Sep-24,54
ULGF 003 02/03/04 L1 110,Pension Liquid Fund,03-09-2024,33.6861,TATA AIA Life Insurance Company Limited,03-Sep-24,55
ULGF 008 17/08/07 M1 110,Pension Maxima Fund,03-09-2024,10,TATA AIA Life Insurance Company Limited,03-Sep-24,56
ULIF 040 20/01/10 PI3 110,Apex Pension 15 Investment Fund,03-09-2024,10,TATA AIA Life Insurance Company Limited,03-Sep-24,57
ULIF 041 20/01/10 PI4 110,Apex Pension 20 Investment Fund,03-09-2024,10,TATA AIA Life Insurance Company Limited,03-Sep-24,58
ULIF 044 20/01/10 PR3 110,Apex Pension 15 Return Lock-in Fund,03-09-2024,32.6432,TATA AIA Life Insurance Company Limited,03-Sep-24,59
ULIF 045 20/01/10 PR4 110,Apex Pension 20 Return Lock-In Fund,03-09-2024,35.2903,TATA AIA Life Insurance Company Limited,03-Sep-24,60
ULIF 050 01/07/10 PR7 110,Apex Pension 15 Return Lock-in Fund II,03-09-2024,28.8202,TATA AIA Life Insurance Company Limited,03-Sep-24,61
ULIF 051 01/07/10 PR8 110,Apex Pension 20 Return Lock-in Fund II,03-09-2024,31.7784,TATA AIA Life Insurance Company Limited,03-Sep-24,62
ULGF 004 01/07/06 S1 110,Pension Short Term Fixed Income,03-09-2024,32.5123,TATA AIA Life Insurance Company Limited,03-Sep-24,63
ULGF00928/03/18GRPPREMEQU110,Group Premier Equity Fund,03-09-2024,25.0974,TATA AIA Life Insurance Company Limited,03-Sep-24,64
ULGF01028/03/18GRPINCADVT110,Group Income Advantage Fund,03-09-2024,13.4424,TATA AIA Life Insurance Company Limited,03-Sep-24,65
ULGF01128/03/18GRPSHTRMDB110,Group Short Term Debt Fund,03-09-2024,11.5039,TATA AIA Life Insurance Company Limited,03-Sep-24,66
ULGF01228/03/18GRPDEFMNGD110,Group Defensive Managed Fund,03-09-2024,13.6768,TATA AIA Life Insurance Company Limited,03-Sep-24,67
ULGF01328/03/18GRPGWTADVT110,Group Growth Advantage Fund,03-09-2024,10.2815,TATA AIA Life Insurance Company Limited,03-Sep-24,68
ULIF 054 01/02/11 ASI 110,Apex Supreme Investment Fund,06-09-2024,10,TATA AIA Life Insurance Company Limited,06-Sep-24,1
ULIF 055 01/02/11 ASR 110,Apex Supreme Return Lock-in Fund,06-09-2024,21.9056,TATA AIA Life Insurance Company Limited,06-Sep-24,2
ULIF 053 07/01/11 DCF 110,Discontinued Policy Fund,06-09-2024,23.9315,TATA AIA Life Insurance Company Limited,06-Sep-24,3
ULIF 037 04/01/10 FSS 110,Super Select Equity Pension Fund,06-09-2024,77.6645,TATA AIA Life Insurance Company Limited,06-Sep-24,4
ULIF 028 12/01/09 IAF 110,Aggressive Flexi Fund,06-09-2024,46.6803,TATA AIA Life Insurance Company Limited,06-Sep-24,5
ULIF 030 12/01/09 IBF 110,Bond Fund,06-09-2024,31.5416,TATA AIA Life Insurance Company Limited,06-Sep-24,6
ULIF 061 15/07/14 ICF 110,India Consumption Fund,06-09-2024,61.8096,TATA AIA Life Insurance Company Limited,06-Sep-24,7
ULIF 029 12/01/09 ISF 110,Stable Flexi Fund,06-09-2024,33.87,TATA AIA Life Insurance Company Limited,06-Sep-24,8
ULIF 026 12/01/09 ITF 110,Top 50 Fund,06-09-2024,96.4479,TATA AIA Life Insurance Company Limited,06-Sep-24,9
ULIF 027 12/01/09 ITT 110,Top 200 Fund,06-09-2024,176.8704,TATA AIA Life Insurance Company Limited,06-Sep-24,10
ULIF 060 15/07/14 MCF 110,Multi Cap Fund,06-09-2024,64.4419,TATA AIA Life Insurance Company Limited,06-Sep-24,11
ULIF 006 01/07/06 TAL 110,Aggressive Growth Fund,06-09-2024,85.6889,TATA AIA Life Insurance Company Limited,06-Sep-24,12
ULIF 005 04/02/04 TBL 110,Balanced Fund,06-09-2024,84.8582,TATA AIA Life Insurance Company Limited,06-Sep-24,13
ULIF 014 17/10/07 TCG 110,Capital Guarantee Fund,06-09-2024,30.5219,TATA AIA Life Insurance Company Limited,06-Sep-24,14
ULIF 001 04/02/04 TEL 110,Equity Fund,06-09-2024,160.3677,TATA AIA Life Insurance Company Limited,06-Sep-24,15
ULIF 008 01/07/06 TFL 110,Short Term Fixed Income Fund,06-09-2024,33.1451,TATA AIA Life Insurance Company Limited,06-Sep-24,16
ULIF 015 17/10/07 TGE 110,Growth Enabler Fund,06-09-2024,40.8025,TATA AIA Life Insurance Company Limited,06-Sep-24,17
ULIF 004 04/02/04 TGL 110,Growth Fund,06-09-2024,135.1509,TATA AIA Life Insurance Company Limited,06-Sep-24,18
ULIF 016 17/10/07 TGM 110,Growth Maximizer Fund,06-09-2024,46.6380,TATA AIA Life Insurance Company Limited,06-Sep-24,19
ULIF 002 04/02/04 TIL 110,Income Fund,06-09-2024,40.3970,TATA AIA Life Insurance Company Limited,06-Sep-24,20
ULIF 034 16/10/09 TIS 110,Infrastructure Fund,06-09-2024,53.2404,TATA AIA Life Insurance Company Limited,06-Sep-24,21
ULIF 017 07/01/08 TLC 110,Large Cap Equity Fund,06-09-2024,73.6593,TATA AIA Life Insurance Company Limited,06-Sep-24,22
ULIF 003 04/02/04 TLL 110,Liquid Fund,06-09-2024,33.0334,TATA AIA Life Insurance Company Limited,06-Sep-24,23
ULIF 024 06/10/08 TSE 110,Select Equity Fund,06-09-2024,128.1696,TATA AIA Life Insurance Company Limited,06-Sep-24,24
ULIF 007 01/07/06 TSL 110,Stable Growth Fund,06-09-2024,61.9219,TATA AIA Life Insurance Company Limited,06-Sep-24,25
ULIF 035 16/10/09 TSS 110,Super Select Equity Fund,06-09-2024,84.2772,TATA AIA Life Insurance Company Limited,06-Sep-24,26
ULIF 036 23/11/09 UCS 110,Super 110% Capital Guarantee Fund,06-09-2024,28.5861,TATA AIA Life Insurance Company Limited,06-Sep-24,27
ULIF 025 10/11/08 UCX 110,110% Capital Guarantee Fund,06-09-2024,25.4495,TATA AIA Life Insurance Company Limited,06-Sep-24,28
ULIF 010 04/01/07 WLA 110,Whole Life Aggressive Growth Fund,06-09-2024,91.7405,TATA AIA Life Insurance Company Limited,06-Sep-24,29
ULIF 009 04/01/07 WLE 110,Whole Life Mid Cap Equity Fund,06-09-2024,154.6892,TATA AIA Life Insurance Company Limited,06-Sep-24,30
ULIF 013 04/01/07 WLF 110,Whole Life Short Term Fixed Income Fund,06-09-2024,33.0234,TATA AIA Life Insurance Company Limited,06-Sep-24,31
ULIF 012 04/01/07 WLI 110,Whole Life Income Fund,06-09-2024,37.8189,TATA AIA Life Insurance Company Limited,06-Sep-24,32
ULIF 011 04/01/07 WLS 110,Whole Life Stable Growth Fund,06-09-2024,60.8471,TATA AIA Life Insurance Company Limited,06-Sep-24,33
ULIF 063 01/04/16 UCF 110,Policyholders Unclaimed Fund,06-09-2024,16.1560,TATA AIA Life Insurance Company Limited,06-Sep-24,34
ULIF 064 12/09/22 EOF 110,Emerging Opportunities Fund,06-09-2024,19.1108,TATA AIA Life Insurance Company Limited,06-Sep-24,35
ULIF 065 12/09/22 ESG 110,Sustainable Equity Fund,06-09-2024,15.9132,TATA AIA Life Insurance Company Limited,06-Sep-24,36
ULIF 066 12/09/22 DAF 110,Dynamic Advantage Fund,06-09-2024,15.2594,TATA AIA Life Insurance Company Limited,06-Sep-24,37
ULIF 068 25/04/23 FGF 110,Flexi Growth Fund,06-09-2024,12.6055,TATA AIA Life Insurance Company Limited,06-Sep-24,38
ULIF 071 22/05/23 SCF 110,Small Cap Discovery Fund,06-09-2024,17.8533,TATA AIA Life Insurance Company Limited,06-Sep-24,39
ULIF 073 17/01/24 RIF 110,Rising India Fund,06-09-2024,11.6512,TATA AIA Life Insurance Company Limited,06-Sep-24,40
ULIF 074 02/05/24 FG2 110,Flexi Growth Fund II,06-09-2024,10.2311,TATA AIA Life Insurance Company Limited,06-Sep-24,41
ULIF 075 09/05/24 MIF 110,Midcap Momentum Index Fund,06-09-2024,10.11,TATA AIA Life Insurance Company Limited,06-Sep-24,42
ULIF 076 06/06/24 WI2 110,Whole Life Income Fund II,06-09-2024,10.1584,TATA AIA Life Insurance Company Limited,06-Sep-24,43
ULGF 006 17/08/07 BL 110,Pension Balanced Fund,06-09-2024,36.17,TATA AIA Life Insurance Company Limited,06-Sep-24,44
ULGF 005 17/08/07 BO 110,Pension Bond Fund,06-09-2024,36.4891,TATA AIA Life Insurance Company Limited,06-Sep-24,45
ULGF 001 02/03/04 E1 110,Pension Equity Fund,06-09-2024,211.7912,TATA AIA Life Insurance Company Limited,06-Sep-24,46
ULIF 018 04/02/08 FBP 110,Future Balanced Pension Fund,06-09-2024,35.3198,TATA AIA Life Insurance Company Limited,06-Sep-24,47
ULIF 019 04/02/08 FCG 110,Future Capital Guarantee Pension Fund,06-09-2024,30.2242,TATA AIA Life Insurance Company Limited,06-Sep-24,48
ULIF 020 04/02/08 FEP 110,Future Equity Pension Fund,06-09-2024,88.8254,TATA AIA Life Insurance Company Limited,06-Sep-24,49
ULIF 021 04/02/08 FGP 110,Future Growth Pension Fund,06-09-2024,44.0946,TATA AIA Life Insurance Company Limited,06-Sep-24,50
ULIF 022 04/02/08 FIP 110,Future Income Pension Fund,06-09-2024,34.6470,TATA AIA Life Insurance Company Limited,06-Sep-24,51
ULIF 023 06/10/08 FSE 110,Future Select Equity Fund.,06-09-2024,118.3573,TATA AIA Life Insurance Company Limited,06-Sep-24,52
ULGF 007 17/08/07 G2 110,Pension Growth Fund,06-09-2024,10,TATA AIA Life Insurance Company Limited,06-Sep-24,53
ULGF 002 02/03/04 I1 110,Pension Income Fund,06-09-2024,42.8630,TATA AIA Life Insurance Company Limited,06-Sep-24,54
ULGF 003 02/03/04 L1 110,Pension Liquid Fund,06-09-2024,33.7025,TATA AIA Life Insurance Company Limited,06-Sep-24,55
ULGF 008 17/08/07 M1 110,Pension Maxima Fund,06-09-2024,10,TATA AIA Life Insurance Company Limited,06-Sep-24,56
ULIF 040 20/01/10 PI3 110,Apex Pension 15 Investment Fund,06-09-2024,10,TATA AIA Life Insurance Company Limited,06-Sep-24,57
ULIF 041 20/01/10 PI4 110,Apex Pension 20 Investment Fund,06-09-2024,10,TATA AIA Life Insurance Company Limited,06-Sep-24,58
ULIF 044 20/01/10 PR3 110,Apex Pension 15 Return Lock-in Fund,06-09-2024,32.5558,TATA AIA Life Insurance Company Limited,06-Sep-24,59
ULIF 045 20/01/10 PR4 110,Apex Pension 20 Return Lock-In Fund,06-09-2024,35.1088,TATA AIA Life Insurance Company Limited,06-Sep-24,60
ULIF 050 01/07/10 PR7 110,Apex Pension 15 Return Lock-in Fund II,06-09-2024,28.7425,TATA AIA Life Insurance Company Limited,06-Sep-24,61
ULIF 051 01/07/10 PR8 110,Apex Pension 20 Return Lock-in Fund II,06-09-2024,31.6226,TATA AIA Life Insurance Company Limited,06-Sep-24,62
ULGF 004 01/07/06 S1 110,Pension Short Term Fixed Income,06-09-2024,32.5311,TATA AIA Life Insurance Company Limited,06-Sep-24,63
ULGF00928/03/18GRPPREMEQU110,Group Premier Equity Fund,06-09-2024,24.9163,TATA AIA Life Insurance Company Limited,06-Sep-24,64
ULGF01028/03/18GRPINCADVT110,Group Income Advantage Fund,06-09-2024,13.4587,TATA AIA Life Insurance Company Limited,06-Sep-24,65
ULGF01128/03/18GRPSHTRMDB110,Group Short Term Debt Fund,06-09-2024,11.5131,TATA AIA Life Insurance Company Limited,06-Sep-24,66
ULGF01228/03/18GRPDEFMNGD110,Group Defensive Managed Fund,06-09-2024,13.6772,TATA AIA Life Insurance Company Limited,06-Sep-24,67
ULGF01328/03/18GRPGWTADVT110,Group Growth Advantage Fund,06-09-2024,10.2608,TATA AIA Life Insurance Company Limited,06-Sep-24,68
ULIF 054 01/02/11 ASI 110,Apex Supreme Investment Fund,18-09-2024,10,TATA AIA Life Insurance Company Limited,18-Sep-24,1
ULIF 055 01/02/11 ASR 110,Apex Supreme Return Lock-in Fund,18-09-2024,21.8941,TATA AIA Life Insurance Company Limited,18-Sep-24,2
ULIF 053 07/01/11 DCF 110,Discontinued Policy Fund,18-09-2024,23.9820,TATA AIA Life Insurance Company Limited,18-Sep-24,3
ULIF 037 04/01/10 FSS 110,Super Select Equity Pension Fund,18-09-2024,79.1475,TATA AIA Life Insurance Company Limited,18-Sep-24,4
